query,sku,title,url,image_url,price,rating,number_of_reviews
iphone_16_pro_cover,iphone_sixteen_pro_cover_2,"LOVE 3000 Designed for iPhone 16 Pro Case, Premium Silicone with [Soft Anti-Scratch Microfiber Lining] Shockproof Protective Phone Case for Men Women Girls 6.3"", Stone",https://www.amazon.com/s?k=iphone+16+pro+cover#,https://m.media-amazon.com/images/I/61rUKZmBrUL._AC_UY218_.jpg,9.99,4.6,10231
iphone_16_pro_cover,iphone_sixteen_pro_cover_8,"Magnetic Case Designed for iPhone 16 Pro 6.3 Inch, Compatible with MagSafe, Wireless Slim Cute Shockproof Protective Cover for Women Girl - Clear Pink Castle",https://www.amazon.com/OCTT-Magnetic-Compatible-Shockproof-Protective/dp/B0F5W8DL9D/ref=sr_1_11?dib=eyJ2IjoiMSJ9.NYxDvS8pZfwNh6wQ3zZg4SFGzLztlW-Cevs7t6kfZhnjbxPB9xGb3oPBtxoPe54xM9qu9e8licCKpBfwKsJU8VZqy8xMDZ2cLz2k6IY1XttEC4gPJ_J5rX7KUDOSEilEWmbi9cltW3vDpA1sH9Z615sl1H1UGjf9DjAYn6C18jY5UDgH1V4WN7RqGL24vANAPO1OZhMBfi1XxcNHT5yKAkFpouwnfTyjwEg8WRNhhDc.0xtDx5-r8iISserHoDbm0-5abc1-m3Mf_qMMZbdw0sw&dib_tag=se&keywords=iphone+16+pro+cover&qid=1749210395&sr=8-11#customerReviews,https://m.media-amazon.com/images/I/718bva-WIkL._AC_UY218_.jpg,9.99,4.7,14
iphone_16_pro_cover,iphone_sixteen_pro_cover_1,"Miracase Magnetic for iPhone 16 Pro Case Full-Body Phone with Built-in Glass Screen Protector, [Compatible with MagSafe] Military Drop Proof 16 Pro Cover Bumper 6.3 inch, Black",https://www.amazon.com/s?k=iphone+16+pro+cover#,https://m.media-amazon.com/images/I/71J7Vb3ng3L._AC_UY218_.jpg,16.95,4.3,108070
iphone_16_pro_cover,iphone_sixteen_pro_cover_5,Mkeke for iPhone 16 Pro Case Clear [Not-Yellowing] [Military-Grade Drop Protection] Shockproof Protective Clear iPhone 16 Pro Case Phone Bumper for Apple 6.3 inch 2024,https://www.amazon.com/Mkeke-Not-Yellowing-Military-Grade-Protection-Shockproof/dp/B0DBL429HL/ref=sr_1_6?dib=eyJ2IjoiMSJ9.NYxDvS8pZfwNh6wQ3zZg4SFGzLztlW-Cevs7t6kfZhnjbxPB9xGb3oPBtxoPe54xM9qu9e8licCKpBfwKsJU8VZqy8xMDZ2cLz2k6IY1XttEC4gPJ_J5rX7KUDOSEilEWmbi9cltW3vDpA1sH9Z615sl1H1UGjf9DjAYn6C18jY5UDgH1V4WN7RqGL24vANAPO1OZhMBfi1XxcNHT5yKAkFpouwnfTyjwEg8WRNhhDc.0xtDx5-r8iISserHoDbm0-5abc1-m3Mf_qMMZbdw0sw&dib_tag=se&keywords=iphone+16+pro+cover&qid=1749210395&sr=8-6#customerReviews,https://m.media-amazon.com/images/I/71eAjduGZtL._AC_UY218_.jpg,9.99,4.6,128228
iphone_16_pro_cover,iphone_sixteen_pro_cover_7,OtterBox iPhone 16 Pro Commuter Series Case - Black,https://www.amazon.com/OtterBox-iPhone-Pro-Commuter-Case/dp/B0DD6DH27Y/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NYxDvS8pZfwNh6wQ3zZg4SFGzLztlW-Cevs7t6kfZhnjbxPB9xGb3oPBtxoPe54xM9qu9e8licCKpBfwKsJU8VZqy8xMDZ2cLz2k6IY1XttEC4gPJ_J5rX7KUDOSEilEWmbi9cltW3vDpA1sH9Z615sl1H1UGjf9DjAYn6C18jY5UDgH1V4WN7RqGL24vANAPO1OZhMBfi1XxcNHT5yKAkFpouwnfTyjwEg8WRNhhDc.0xtDx5-r8iISserHoDbm0-5abc1-m3Mf_qMMZbdw0sw&dib_tag=se&keywords=iphone+16+pro+cover&qid=1749210395&sr=8-10#customerReviews,https://m.media-amazon.com/images/I/71yxtCE+-7L._AC_UY218_.jpg,49.99,4.4,472
iphone_16_pro_cover,iphone_sixteen_pro_cover_3,"SUPFINE Magnetic for iPhone 16 Pro Case (Compatible with MagSafe) (Military Grade Drop Protection) Slim Translucent Matte Shockproof with Anti-Fingerprint Phone Case,Black",https://www.amazon.com/SUPFINE-Compatible-Protection-Translucent-Anti-Fingerprint/dp/B0DPMMMLP7/ref=sr_1_3?dib=eyJ2IjoiMSJ9.NYxDvS8pZfwNh6wQ3zZg4SFGzLztlW-Cevs7t6kfZhnjbxPB9xGb3oPBtxoPe54xM9qu9e8licCKpBfwKsJU8VZqy8xMDZ2cLz2k6IY1XttEC4gPJ_J5rX7KUDOSEilEWmbi9cltW3vDpA1sH9Z615sl1H1UGjf9DjAYn6C18jY5UDgH1V4WN7RqGL24vANAPO1OZhMBfi1XxcNHT5yKAkFpouwnfTyjwEg8WRNhhDc.0xtDx5-r8iISserHoDbm0-5abc1-m3Mf_qMMZbdw0sw&dib_tag=se&keywords=iphone+16+pro+cover&qid=1749210395&sr=8-3#customerReviews,https://m.media-amazon.com/images/I/611zyqg+WUL._AC_UY218_.jpg,7.99,4.5,15055
mousepad,mousepad_1,"Amazon Basics Irregular Ergonomic Gel Computer Mouse Pad with Wrist Rest for Pain Relief, 10.1L x 8.1W inches, Black",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0Nzc4NzQzODgyMjE4NjAxOjE3NDU4NjcyMDE6c3BfYXRmOjIwMDAxMDUyNDg0ODMzMTo6MDo6&url=%2FAmazon-Basics-Rectangular-Computer-Support%2Fdp%2FB06X3W3TM4%2Fref%3Dsr_1_1_ffob_sspa%3Fdib%3DeyJ2IjoiMSJ9.-MhpCuyVEjG1a-3GrpAGhw0nQsF27cjiFm-aS-6ZLfB3w71DjEYOYoeguu2V3sdbxAQZPsUWqxVAzh_iah2UQPbc2z-eZJfkpzotVkFDId8hKvfYqxUzX4BSDPKSSaOqzP22lP8ZGfmBmwPsglcIZPKlH4p2hPoZTMGEEiKAQz9sWglOM1gs6btcAAPlUbkewMe5cnYJw7CPLWRcVT40qQUjYyYgqVLf33BDhoWQGK0zOykKPnlxZJYaj1MAHnAHs8HiOjRH-qfV2Emmd9WerufYWQB_0v2337w44Qa0bVQ.VEqX_uMhlmFZsbn7HHa2g5g4z4oFlFuSjuoCbDIa7KA%26dib_tag%3Dse%26keywords%3Dmousepad%26qid%3D1745867201%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1#customerReviews,https://m.media-amazon.com/images/I/71mbxPIMl1S._AC_UL320_.jpg,9.71,4.6,33033
mousepad,mousepad_3,"Aothia Leather Desk Pad Protector, Mouse Pad, Office Desk Mat, Non-Slip PU Leather Desk Blotter, Laptop Desk Pad, Waterproof Desk Writing Pad for Office and Home (Black,23.6"" x 13.7"")",https://www.amazon.com/s?k=mousepad#,https://m.media-amazon.com/images/I/81XADFHuLDL._AC_UL320_.jpg,9.99,4.6,70816
mousepad,mousepad_6,"KTRIO Large Gaming Mouse Pad with Superior Micro-Weave Cloth, Extended Desk Mousepad with Stitched Edges, Non-Slip Base, Water Resist Keyboard Pad for Gamer, Office & Home, 31.5 x 11.8 in, Black",https://www.amazon.com/KTRIO-Stitched-Superior-Micro-Weave-Non-Slip/dp/B0788LMLZL/ref=sr_1_8?dib=eyJ2IjoiMSJ9.-MhpCuyVEjG1a-3GrpAGhw0nQsF27cjiFm-aS-6ZLfB3w71DjEYOYoeguu2V3sdbxAQZPsUWqxVAzh_iah2UQPbc2z-eZJfkpzotVkFDId8hKvfYqxUzX4BSDPKSSaOqzP22lP8ZGfmBmwPsglcIZPKlH4p2hPoZTMGEEiKAQz9sWglOM1gs6btcAAPlUbkewMe5cnYJw7CPLWRcVT40qQUjYyYgqVLf33BDhoWQGK0zOykKPnlxZJYaj1MAHnAHs8HiOjRH-qfV2Emmd9WerufYWQB_0v2337w44Qa0bVQ.VEqX_uMhlmFZsbn7HHa2g5g4z4oFlFuSjuoCbDIa7KA&dib_tag=se&keywords=mousepad&qid=1745867201&sr=8-8#customerReviews,https://m.media-amazon.com/images/I/51jbUXcKgZL._AC_UL320_.jpg,13.97,4.7,38896
mousepad,mousepad_2,"Logitech G240 Cloth Gaming Mouse Pad, Optimized for Gaming Sensors, Moderate Surface Friction, Non-Slip Mouse Mat - Black",https://www.amazon.com/Logitech-Optimized-Moderate-Friction-Accessories/dp/B0BHMLWH3Z/ref=sr_1_44?dib=eyJ2IjoiMSJ9.-MhpCuyVEjG1a-3GrpAGhw0nQsF27cjiFm-aS-6ZLfB3w71DjEYOYoeguu2V3sdbxAQZPsUWqxVAzh_iah2UQPbc2z-eZJfkpzotVkFDId8hKvfYqxUzX4BSDPKSSaOqzP22lP8ZGfmBmwPsglcIZPKlH4p2hPoZTMGEEiKAQz9sWglOM1gs6btcAAPlUbkewMe5cnYJw7CPLWRcVT40qQUjYyYgqVLf33BDhoWQGK0zOykKPnlxZJYaj1MAHnAHs8HiOjRH-qfV2Emmd9WerufYWQB_0v2337w44Qa0bVQ.VEqX_uMhlmFZsbn7HHa2g5g4z4oFlFuSjuoCbDIa7KA&dib_tag=se&keywords=mousepad&qid=1745867201&sr=8-44#customerReviews,https://m.media-amazon.com/images/I/61tZSb-bTUL._AC_UL320_.jpg,7.99,4.6,2774
mousepad,mousepad_4,"MROCO Ergonomic Mouse Pad with Gel Wrist Rest, Comfortable Mousepad with Smooth Wrist Support Surface and Non-Slip PU Base for Pain Relief, Computer, Laptop, Office & Home, 9.4 x 8.1 in, Black Color",https://www.amazon.com/MROCO-Ergonomic-Comfortable-Mousepad-Non-Slip/dp/B07DVCGX7G/ref=sr_1_5?dib=eyJ2IjoiMSJ9.-MhpCuyVEjG1a-3GrpAGhw0nQsF27cjiFm-aS-6ZLfB3w71DjEYOYoeguu2V3sdbxAQZPsUWqxVAzh_iah2UQPbc2z-eZJfkpzotVkFDId8hKvfYqxUzX4BSDPKSSaOqzP22lP8ZGfmBmwPsglcIZPKlH4p2hPoZTMGEEiKAQz9sWglOM1gs6btcAAPlUbkewMe5cnYJw7CPLWRcVT40qQUjYyYgqVLf33BDhoWQGK0zOykKPnlxZJYaj1MAHnAHs8HiOjRH-qfV2Emmd9WerufYWQB_0v2337w44Qa0bVQ.VEqX_uMhlmFZsbn7HHa2g5g4z4oFlFuSjuoCbDIa7KA&dib_tag=se&keywords=mousepad&qid=1745867201&sr=8-5#customerReviews,https://m.media-amazon.com/images/I/81FdngRuH7L._AC_UL320_.jpg,8.49,4.6,29052
mousepad,mousepad_5,"Mouse Pad with Wrist Rest,Ergonomic Mouse Pad with Comfortable Gel Wrist Rest Support and Non-Slip PU Base for Easy Typing Pain Relief, Durable and Washable(Pink)",https://www.amazon.com/s?k=mousepad#,https://m.media-amazon.com/images/I/51f3Nh0nU0L._AC_UL320_.jpg,7.99,4.9,11
mousepad,mousepad_7,SteelSeries QcK Gaming Mouse Pad - XXL Cloth - Peak Tracking and Stability - Esports Mousepad - Never-Slip - Full Desk Coverage,https://www.amazon.com/SteelSeries-QcK-Gaming-Mouse-Pad-PC/dp/B0D1T1HZCC/ref=sr_1_9?dib=eyJ2IjoiMSJ9.-MhpCuyVEjG1a-3GrpAGhw0nQsF27cjiFm-aS-6ZLfB3w71DjEYOYoeguu2V3sdbxAQZPsUWqxVAzh_iah2UQPbc2z-eZJfkpzotVkFDId8hKvfYqxUzX4BSDPKSSaOqzP22lP8ZGfmBmwPsglcIZPKlH4p2hPoZTMGEEiKAQz9sWglOM1gs6btcAAPlUbkewMe5cnYJw7CPLWRcVT40qQUjYyYgqVLf33BDhoWQGK0zOykKPnlxZJYaj1MAHnAHs8HiOjRH-qfV2Emmd9WerufYWQB_0v2337w44Qa0bVQ.VEqX_uMhlmFZsbn7HHa2g5g4z4oFlFuSjuoCbDIa7KA&dib_tag=se&keywords=mousepad&qid=1745867201&sr=8-9#customerReviews,https://m.media-amazon.com/images/I/41sNt1-AT6L._AC_UL320_.jpg,24.99,4.7,100313
mousepad,mousepad_8,"YSAGi Leather Desk Pad Protector, Office Desk Mat, Large Mouse Pad, Non-Slip PU Leather Desk Blotter, Laptop Desk Pad, Waterproof Desk Writing Pad for Office and Home (Black, 23.6"" x 13.8"")",https://www.amazon.com/YSAGi-Leather-Protector-Non-Slip-Waterproof/dp/B0BMTPC44X/ref=sr_1_25?dib=eyJ2IjoiMSJ9.-MhpCuyVEjG1a-3GrpAGhw0nQsF27cjiFm-aS-6ZLfB3w71DjEYOYoeguu2V3sdbxAQZPsUWqxVAzh_iah2UQPbc2z-eZJfkpzotVkFDId8hKvfYqxUzX4BSDPKSSaOqzP22lP8ZGfmBmwPsglcIZPKlH4p2hPoZTMGEEiKAQz9sWglOM1gs6btcAAPlUbkewMe5cnYJw7CPLWRcVT40qQUjYyYgqVLf33BDhoWQGK0zOykKPnlxZJYaj1MAHnAHs8HiOjRH-qfV2Emmd9WerufYWQB_0v2337w44Qa0bVQ.VEqX_uMhlmFZsbn7HHa2g5g4z4oFlFuSjuoCbDIa7KA&dib_tag=se&keywords=mousepad&qid=1745867201&sr=8-25#customerReviews,https://m.media-amazon.com/images/I/71uxpx+fNpL._AC_UL320_.jpg,9.99,4.6,13319
office_lamp,office_lamp_3,"Fiqevs Floor Lamp, 3 Globe Mid Century Floor Lamps for Living Room with Sphere Frosted Glass Shade and 3 2700K LED Bulbs, Vintage Modern Gold Standing Lamp for Bedrooms, Office - Antique Brass",https://www.amazon.com/s?k=office+lamp#,https://m.media-amazon.com/images/I/61ogLKG5mDL._AC_UL320_.jpg,51.99,4.4,1207
office_lamp,office_lamp_7,"GLOBE Electric 67135 72"" Torchiere Floor Lamp + Adjustable Reading Light, Matte Black, Frosted Plastic Shade, 3-Step Rotary Switch on Socket, Living Room Décor, Reading Light, Home Essentials",https://www.amazon.com/Globe-Electric-67135-Torchiere-Adjustable/dp/B07R9FZHLQ/ref=sr_1_27?dib=eyJ2IjoiMSJ9.-cg-hzIrqlrRApNpbRDtx02v90KgoQ-kdKScNavngqxVcUJA_03TMgnYdgsLHQhh9eeCjyjoO8v6VdLvhqLcZmpK9hgIwnkkhE5Gpndxw-0rRfEAhU-sNUsygcUMv_2m5pS0NKMidDTxpm8WY-ws-3guagb83NWNNYl4Ngu8O1SJ_p6R18aQQel_dypnhANF7nd5I_W1RJYCWeU4LfHwpI8QGfDBZIWInXk1MSYgxaNKEZGANRDhEjH0gV-ZBvW3GGMjUG0dC9RhlzGPh6ATS-8bEe5bUJC2fHM8D_NT4ds.LPIAnEVc2rBjvSrXKzWRCgKWCvEJADGNgtxy5LaYV84&dib_tag=se&keywords=office+lamp&qid=1749210765&sr=8-27#customerReviews,https://m.media-amazon.com/images/I/41ZhW3MHEvL._AC_UL320_.jpg,32.89,4.4,3682
office_lamp,office_lamp_6,Lightdot 60IN Gold Floor Lamp Stepless Dimmable Globe Floor Lamps with 3Pcs 3000K G9 Bulbs Eye-Friendly Mid Century Standing Lamps with Stable Base for Living Room/Bedroom/Corner/Office,https://www.amazon.com/s?k=office+lamp#,https://m.media-amazon.com/images/I/61TdzkqRjfL._AC_UL320_.jpg,59.99,4.6,9
office_lamp,office_lamp_1,"Modern Floor Lamp Simple Design with White Shade, Foot Pedal Switch, 60"" Small Tall Lamps for Living Room Bedroom Office Dining Room Kitchen, Black Pole Lamp(Without Bulb)",https://www.amazon.com/Simple-Standing-Hanging-Bedroom-Without/dp/B07Z5NQPDS/ref=sr_1_8?dib=eyJ2IjoiMSJ9.-cg-hzIrqlrRApNpbRDtx02v90KgoQ-kdKScNavngqxVcUJA_03TMgnYdgsLHQhh9eeCjyjoO8v6VdLvhqLcZmpK9hgIwnkkhE5Gpndxw-0rRfEAhU-sNUsygcUMv_2m5pS0NKMidDTxpm8WY-ws-3guagb83NWNNYl4Ngu8O1SJ_p6R18aQQel_dypnhANF7nd5I_W1RJYCWeU4LfHwpI8QGfDBZIWInXk1MSYgxaNKEZGANRDhEjH0gV-ZBvW3GGMjUG0dC9RhlzGPh6ATS-8bEe5bUJC2fHM8D_NT4ds.LPIAnEVc2rBjvSrXKzWRCgKWCvEJADGNgtxy5LaYV84&dib_tag=se&keywords=office+lamp&qid=1749210765&sr=8-8#customerReviews,https://m.media-amazon.com/images/I/41M4oGNowVL._AC_UL320_.jpg,39.99,4.5,6892
office_lamp,office_lamp_5,"ROTTOGOON Floor Lamp for Living Room with 3 Color Temperatures LED Bulb, Standing Lamp Tall Industrial Floor Lamp Reading for Bedroom, Office (9W LED Bulb, Beige Lampshade Included) -Black",https://www.amazon.com/Rottogoon-Standing-Industrial-Reading-Included/dp/B086ZLGLV3/ref=sr_1_16?dib=eyJ2IjoiMSJ9.-cg-hzIrqlrRApNpbRDtx02v90KgoQ-kdKScNavngqxVcUJA_03TMgnYdgsLHQhh9eeCjyjoO8v6VdLvhqLcZmpK9hgIwnkkhE5Gpndxw-0rRfEAhU-sNUsygcUMv_2m5pS0NKMidDTxpm8WY-ws-3guagb83NWNNYl4Ngu8O1SJ_p6R18aQQel_dypnhANF7nd5I_W1RJYCWeU4LfHwpI8QGfDBZIWInXk1MSYgxaNKEZGANRDhEjH0gV-ZBvW3GGMjUG0dC9RhlzGPh6ATS-8bEe5bUJC2fHM8D_NT4ds.LPIAnEVc2rBjvSrXKzWRCgKWCvEJADGNgtxy5LaYV84&dib_tag=se&keywords=office+lamp&qid=1749210765&sr=8-16#customerReviews,https://m.media-amazon.com/images/I/61pJwYkeP9L._AC_UL320_.jpg,29.99,4.5,11241
office_lamp,office_lamp_2,"SUNMORY Floor Lamps for Living Room, 32W/3000LM Super Bright LED Floor Lamp with Remote Control, 69"" Tall Standing Lamp with Stepless Dimmable, Modern Torchiere Corner Lamp for Bedroom, Office",https://www.amazon.com/SUNMORY-Standing-Stepless-Dimmable-Torchiere/dp/B0CQY5RK52/ref=sr_1_9?dib=eyJ2IjoiMSJ9.-cg-hzIrqlrRApNpbRDtx02v90KgoQ-kdKScNavngqxVcUJA_03TMgnYdgsLHQhh9eeCjyjoO8v6VdLvhqLcZmpK9hgIwnkkhE5Gpndxw-0rRfEAhU-sNUsygcUMv_2m5pS0NKMidDTxpm8WY-ws-3guagb83NWNNYl4Ngu8O1SJ_p6R18aQQel_dypnhANF7nd5I_W1RJYCWeU4LfHwpI8QGfDBZIWInXk1MSYgxaNKEZGANRDhEjH0gV-ZBvW3GGMjUG0dC9RhlzGPh6ATS-8bEe5bUJC2fHM8D_NT4ds.LPIAnEVc2rBjvSrXKzWRCgKWCvEJADGNgtxy5LaYV84&dib_tag=se&keywords=office+lamp&qid=1749210765&sr=8-9#customerReviews,https://m.media-amazon.com/images/I/61W7wZE50CL._AC_UL320_.jpg,39.99,4.8,1184
